modelo,amostra,MAE,RMSE,R2,analise
regressao_linear,validacao_2023,37.981900895288206,58.99716902114658,-0.34907054409872296,principal
regressao_linear,teste_2024_2025,25.454781679930782,37.72515893362648,0.07187068173890476,principal
random_forest,validacao_2023,37.61999836230955,58.98396346885301,-0.34846667689322053,principal
random_forest,teste_2024_2025,25.43444599850906,37.47973255136999,0.08390755450748899,principal
regressao_linear,validacao_2023,38.3041630740335,59.6221127555073,-0.3778027204382901,sensibilidade_sem_pandemia
regressao_linear,teste_2024_2025,26.315577412920124,38.39821333726305,0.03845775451165756,sensibilidade_sem_pandemia
random_forest,validacao_2023,38.28457636786645,59.70265384240215,-0.3815276699828458,sensibilidade_sem_pandemia
random_forest,teste_2024_2025,25.598922427196435,37.69407376911814,0.07339959066148216,sensibilidade_sem_pandemia
