grupo,importancia
efeito_municipio,0.3280120558516012
populacao,0.19639437782269997
temperatura_media_c,0.08283567748183433
umidade_relativa_media_pct,0.07931913164414951
precipitacao_media_diaria_mm_dia,0.07321582938359518
mes_cos,0.057395599825408074
focos_lag3,0.03438549216637673
focos,0.03313871195905866
focos_lag2,0.032103656692268216
focos_lag1,0.029490974723525874
periodo_pandemia,0.027706261413215513
mes_sin,0.026002231036266817
