modelo,variante,MAE,RMSE,R2
regressao_linear,com_focos,25.454780890883335,37.72515827943803,0.07187071392811184
regressao_linear,sem_focos,25.467049208701383,37.73451514482754,0.0714102542152153
random_forest,com_focos,25.43444599850906,37.47973255136999,0.08390755450748888
random_forest,sem_focos,25.470101399945978,37.240376969790724,0.09557101424570613
