periodo,lag_meses,rho_spearman,p_valor_nao_ajustado,n_meses
agosto_novembro,0,0.3237491190979563,0.03204932570719836,44
agosto_novembro,1,0.0923185341789993,0.5511633509687706,44
agosto_novembro,2,-0.04933051444679351,0.7504886355413898,44
agosto_novembro,3,-0.12755461592670894,0.4093023339092135,44
